Year, Company, Brand, FloorPlan, Msrp, Discount, Stock-Number, Unit Type, Location, Dealer, Date
2024,alliance,delta,N/A,294rk,63582,42995,T84147,Travel Trailer,Springfield MO,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,294rk,63642,42995,T89937,Travel Trailer,Springfield MO,BlueCompass RV,2024-10-15
2025,brinkley,model z air,N/A,295,86620,N/A,T96878,Travel Trailer,Springfield MO,BlueCompass RV,2024-10-15
2025,brinkley,model z air,N/A,285,89009,N/A,T96877,Travel Trailer,Springfield MO,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,175bh,28104,18995,T93629,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,260bh,33676,20995,T97177,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,260bh,33676,20995,T97196,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,210qb,33376,23495,T95729,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bhs,37273,24995,T98093,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bhs,37273,24995,T98091,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Jayco,jay,flight,235mbh,44313,24995,T81984,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,cherokee,N/A,20rdse,39444,25995,T94882,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,261bhs,39676,25995,T97217,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,261bhs,39676,25995,T98548,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,geo,pro,g19fd,34970,27995,T97429,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,N/A,22mav,39300,27995,T78262,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay,feather,16rb,45328,28995,T98706,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,263bhs,41163,28995,T98629,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,geo,pro,g20bhs,37816,29995,T87736,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood mini lite,N/A,2104s,45750,29995,T78184,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Grand-Design,transcend,xplor,20mkx,31529,N/A,T96951,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood mini lite,N/A,2109s,43301,32995,T87670,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,251bh,52546,33995,T76847,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,251bh,54989,33995,T83187,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Grand-Design,imagine,N/A,21bhe,40188,34599,T90575,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Jayco,jay,feather,21mml,52773,34995,T80680,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay,flight,324bds,54021,34995,T93689,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,31kds,51266,35995,T97932,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Jayco,jay,feather,199mbs,52515,36495,T83360,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay,feather,23rk,55976,37995,T98334,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood mini lite,N/A,2509s,49716,38995,T80766,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,cherokee,N/A,294gebg,55218,39495,T94856,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,32rlts,53836,39995,T86264,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood mini lite,N/A,2509s,49706,39995,T90015,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood ultra lite,N/A,2606ws,58703,39995,T87773,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood ultra lite,N/A,2608bs,58053,39995,T84459,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,321bds,49164,39995,T93669,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Grand-Design,imagine,N/A,2600rb,51166,41495,T91920,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood mini lite,N/A,2516s,54627,41995,T86507,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Grand-Design,transcend,N/A,245rlt,42479,N/A,T97011,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Grand-Design,imagine,N/A,2660bs,53449,42495,T91923,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,294rk,63855,42995,T84137,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,34bhts,54456,42995,T97969,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Grand-Design,imagine,N/A,23lde,47927,43495,T92851,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood ultra lite,N/A,2616bh,62200,43995,T80648,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay,flight,331bts,64093,44495,T98401,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Grand-Design,imagine,N/A,22mle,N/A,44911,T96586,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,rockwood mini lite,N/A,2205s,48813,44995,T96898,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay,feather,27mk,68105,44995,T98365,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay,feather,16rb,45328,N/A,T98705,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood ultra lite,N/A,2706ws,63721,45995,T87788,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,321bh,69575,46995,T84394,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Jayco,eagle,N/A,284bhok,82410,46995,T80698,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,jay,feather,26fk,66747,47995,T93706,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Jayco,white,hawk,29bh,70657,47995,T87672,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,rockwood ultra lite,N/A,2918bh,65321,49995,T98173,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,alliance,delta,N/A,262rb,53837,N/A,T96855,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood,signature,8263mbr,69685,54995,T90011,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Jayco,eagle,N/A,312bhok,82836,56995,T98315,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Grand-Design,imagine,N/A,2670mk,57380,N/A,T98213,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,312bhts,79562,58995,T88174,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,310mkts,81362,N/A,T93942,Travel Trailer,Gassville AR,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,18bh,22096,14995,T95214,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,18bh,22096,14995,T95215,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,18rb,22096,14995,T95213,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,252bh,32368,21995,T95982,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,252bh,32368,21995,T95973,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,252bh,32368,21995,T95986,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,heartland,prowler,lynx,255bhx,31960,21995,T91243,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,lynx,2550bhx,31960,22995,T98834,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,260bh,38968,26995,T96015,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,260bh,38968,26995,T96018,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,260bh,38968,26995,T96007,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,light,22mls,38330,26995,T86197,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,23mks,38548,26995,T96433,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,e-pro,e19fd,36134,26995,T89984,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,lynx,265bhx,37900,26995,T92796,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,heartland,prowler,N/A,271sbr,47382,29995,T85157,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,lynx,3005qbx,41032,29995,T97051,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,flagstaff,e-pro,e20fbs,37949,30995,T97427,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,N/A,2909rk,49826,32995,T93851,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,26fkds,50126,34995,T96069,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,heartland,north,trail,26rlx,56113,34995,T98779,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,N/A,3211bh,52035,34995,T93856,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,N/A,25brds,49426,35995,T83238,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,262rb,56360,36995,T76353,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,flagstaff,N/A,22fbs,49545,36995,T96930,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,31kds,52241,37995,T97930,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,N/A,25fbls,53574,38995,T91489,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,310kds,55049,39394,T78595,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,alliance,delta ultra lite,N/A,ml206,45675,39995,T95564,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,32rlts,55245,39995,T96082,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,340bhts,55431,42995,T97958,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,26fkbs,58828,42995,T84447,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,294rk,65812,44995,T89951,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,26bhw,64106,44995,T88217,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,390db,67693,46995,T97282,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,27bhws,64726,46995,T90833,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,29bhs,66876,46995,T88516,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,321bh,71185,49995,T83470,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,flagstaff,classic,826kbs,68746,50995,T97428,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,super,lite,29rlbs,71769,54995,T98146,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,alliance,delta,N/A,294rk,65565,59995,T91733,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,320fb,N/A,N/A,T98730,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bhs,N/A,N/A,T98078,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,lynx,17bhx,N/A,N/A,T98801,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,lynx,17bhx,N/A,N/A,T98800,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,lynx,17rbx,N/A,N/A,T98819,Travel Trailer,Denton TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,15rbx,24604,15995,T95292,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,15rdx,24604,15995,T95612,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,15rdx,24604,15995,T95611,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,lynx,17bhx,17457,N/A,T98796,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,lynx,17bhx,17457,N/A,T98797,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,lynx,17rbx,17457,N/A,T98817,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,252bh,32408,21995,T95969,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,252bh,32408,21995,T95960,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,252bh,32408,21995,T95966,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,lynx,2550bhx,31960,22995,T98830,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,260bh,39008,26995,T95994,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,260bh,39008,26995,T95997,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,crossroads rv,zinger,N/A,260bh,39008,26995,T95993,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,light,22mls,38196,26995,T84815,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,23mks,38576,26995,T96056,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bhs,38359,26995,T94814,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,lynx,265bhx,37900,26995,T92804,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,lynx,3005qbx,43994,29995,T97050,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,lynx,3005qbx,41032,29995,T97049,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,N/A,2909rk,50979,32995,T92966,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,N/A,2909rk,53619,32995,T92965,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,crossroads rv,zinger,N/A,292re,54225,34995,T85315,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,26fkds,50155,34995,T89163,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,heartland,north,trail,26rlx,56113,34995,T91251,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,heartland,north,trail,26rlx,56113,34995,T91250,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,N/A,3211bh,52035,34995,T93864,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,flagstaff,N/A,25srk,53249,36995,T83726,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,31kds,52270,37995,T97917,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,31kds,52270,37995,T97918,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,heartland,north,trail,25fk,58473,37995,T86559,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,heartland,north,trail,25rbp,59067,37995,T82541,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,262rb,54938,38995,T81720,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,N/A,3307bh,66572,39995,T92973,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,heartland,prowler,N/A,3307bh,66572,39995,T93871,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,alliance,delta,N/A,294rk,63337,44995,T89949,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,39mbts,62364,44995,T86331,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,26bhw,63065,44995,T85121,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,black series camper,black,series,hq15,67184,45995,T83412,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,super,lite,26rbws,60117,45995,T96899,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,27bhws,64755,46995,T88383,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,super,lite,29bhs,65803,46995,T83714,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2024,black series camper,hq,series,hq19,72184,50995,T83425,Travel Trailer,Dallas TX,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,175fq,27781,16995,T93640,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,175fq,27781,16995,T94023,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bh,31290,19995,T92555,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,210qb,32796,19995,T95726,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,210qb,33096,19995,T98473,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,260bh,32796,19995,T95424,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,26bhs,36800,24995,T94680,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,light,26bhs,35089,24995,T92587,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,261bhs,39096,25995,T97227,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,261bhs,39096,25995,T97228,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,261bhs,39096,25995,T98567,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,262rls,39096,25995,T94681,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,24rbs,39410,26995,T92501,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,aurora,N/A,24rbs,39410,26995,T94682,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Jayco,jay,flight,235mbh,44409,27995,T84533,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,265bhs,39983,27995,T98638,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,geo,pro,g20bhs,37422,29995,T87782,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,geo,pro,g20fbs,37772,29995,T89993,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,geo,pro,g20fbs,37499,29995,T90876,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay,flight,240rbs,45828,32995,T90888,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,26fkds,48596,33079,T92481,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,34bhts,52844,33099,T76552,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay,feather,19mrk,51136,34495,T91191,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay,feather,21mml,52946,34995,T93581,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,321bds,48559,34995,T91491,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,321bds,48407,34995,T93685,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood mini lite,N/A,2104s,47216,35995,T91490,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood mini lite,N/A,2516s,52818,35995,T78545,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Jayco,jay,feather,21mbh,53889,35995,T87533,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,32rlts,53716,37609,T84837,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Jayco,white,hawk,26fk,67869,37995,T79520,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Jayco,jay,feather,22rb,57730,38495,T84534,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay flight slx,N/A,333bts,56019,38995,T98658,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood ultra lite,N/A,2706ws,61492,39995,T78178,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Jayco,jay,feather,23rk,55389,39995,T88846,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Jayco,jay,flight,380dqs,61527,41995,T88953,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay,flight,331bts,63513,44495,T94685,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Jayco,jay,flight,331bts,64331,44495,T83382,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Jayco,jay,flight,334rts,63203,44495,T87594,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood ultra lite,N/A,2606ws,58772,44995,T87759,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,rockwood ultra lite,N/A,2608bs,61728,44995,T98169,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay,feather,29qbh,68008,44995,T92668,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,jay,flight,334rts,62903,46995,T95375,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Jayco,white,hawk,29bh,70077,47495,T87636,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood ultra lite,N/A,2616bh,61975,48995,T85134,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
2025,Jayco,eagle,N/A,284bhok,75062,49995,T93626,Travel Trailer,Des Moines IA,BlueCompass RV,2024-10-15
