"Year","Company","Brand","FloorPlan","Msrp","Discount","Stock-Number","Unit Type","Location","Dealer","Date"
"2024","Alliance RV","Delta","292RL","67855","44999","69975","Travel Trailer","Laredo","RonHoover","2024-10-16"
"2024","Alliance RV","Delta","294RK","67426","44995","69951","Travel Trailer","Georgetown","RonHoover","2024-10-16"
"2025","Alliance RV","Delta","321BH","71789","64995","77004","Travel Trailer","Odessa","RonHoover","2024-10-16"
"2024","Alliance RV","Delta","321BH","69789","54995","71922","Travel Trailer","Rockport","RonHoover","2024-10-16"
"2025","Alliance RV","Delta","RK234","48340","44995","76992","Travel Trailer","Amarillo","RonHoover","2024-10-16"
"2025","Alliance RV","Delta","RK234","48340","44995","76994","Travel Trailer","Odessa","RonHoover","2024-10-16"
"2023","Coachmen RV","N/A","24A","262901","149999","64296","ClassB Diesel","Georgetown","RonHoover","2024-10-16"
"2024","Coachmen RV","N/A","24T","240977","169999","71162","ClassB Diesel","Georgetown","RonHoover","2024-10-16"
"2024","Pleasure-Way","Ascent","TS","196875","167344","73210","ClassB Diesel","Boerne","RonHoover","2024-10-16"
"2024","Pleasure-Way","Plateau","FL","216310","183864","69302","ClassB Diesel","Boerne","RonHoover","2024-10-16"
"2024","Pleasure-Way","Plateau","TS","216310","183864","69301","ClassB Diesel","Boerne","RonHoover","2024-10-16"
"2024","Alliance RV","Paradigm","380MP","127419","84999","70243","Fifth Wheel","Lubbock","RonHoover","2024-10-16"
"2024","Alliance RV","Paradigm","382RK","130994","104995","72438","Fifth Wheel","Donna","RonHoover","2024-10-16"
"2024","Alliance RV","Paradigm","385FL","131709","89999","69083","Fifth Wheel","Georgetown","RonHoover","2024-10-16"
"2024","Alliance RV","Paradigm","395DS","122752","94999","72420","Fifth Wheel","Lubbock","RonHoover","2024-10-16"
"2024","Forest River RV","N/A","35FL","88389","69999","72752","Fifth Wheel","San Antonio","RonHoover","2024-10-16"
"2023","Forest River RV","N/A","35FL","85813","44999","71277","Fifth Wheel","Laredo","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","36MB","87903","59999","79346","Fifth Wheel","Georgetown","RonHoover","2024-10-16"
"2024","Forest River RV","N/A","36MB","N/A","54999","79604","Fifth Wheel","San Antonio","RonHoover","2024-10-16"
"2024","Forest River RV","N/A","37BEST","94487","59999","72754","Fifth Wheel","San Antonio","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","41DREAM","91403","N/A","79348","Fifth Wheel","Donna","RonHoover","2024-10-16"
"2024","Forest River RV","N/A","41DS","87634","59995","72757","Fifth Wheel","San Antonio","RonHoover","2024-10-16"
"2025","Forest River RV","Flagstaff","361RLS","N/A","69999","78744","Fifth Wheel","Amarillo","RonHoover","2024-10-16"
"2023","Forest River RV","N/A","42FSKG","205808","144911","69152","ToyHauler","West Houston","RonHoover","2024-10-16"
"2024","Grand Design","Momentum","395MS","158184","129999","76383","ToyHauler","Donna","RonHoover","2024-10-16"
"2025","Grand Design","Momentum","414M","163509","N/A","76387","ToyHauler","Donna","RonHoover","2024-10-16"
"2025","Grand Design","Momentum","415G","129306","N/A","77608","ToyHauler","Odessa","RonHoover","2024-10-16"
"2024","Grand Design","Momentum","395MS","158144","129999","76384","ToyHauler","Odessa","RonHoover","2024-10-16"
"2025","Grand Design","Momentum","414M","163509","N/A","76386","ToyHauler","Odessa","RonHoover","2024-10-16"
"2023","Coachmen RV","N/A","24CB","156887","99999","60520","ClassC Gas","Boerne","RonHoover","2024-10-16"
"2024","Forest River RV","Sunseeker","Ford","136530","99995","62276","ClassC Gas","Georgetown","RonHoover","2024-10-16"
"2024","Forest River RV","Sunseeker","TS2380","146185","99999","71183","ClassC Gas","Georgetown","RonHoover","2024-10-16"
"2023","Unknown","N/A","2351D","N/A","N/A","62850","ClassC Gas","On Order","RonHoover","2024-10-16"
"2023","Unknown","N/A","2552","N/A","N/A","62853","ClassC Gas","On Order","RonHoover","2024-10-16"
"2023","Unknown","N/A","3100","N/A","N/A","62851","ClassC Gas","On Order","RonHoover","2024-10-16"
